region_code,region_name,region_level,metric_id,period,value,unit,freq,source,vintage,model,data_type,ci_lower,ci_upper
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-10,115.77835831527204,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,105.2323156919243,126.32440093861979
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-11,115.96818482803951,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,105.40882293673262,126.5275467193464
K02000001,United Kingdom,UK,uk_gdp_m_index,2031-12,116.15855902584292,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,105.58581780594564,126.7313002457402
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-01,116.34948177487735,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,105.76330155765397,126.93566199210072
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-02,116.5409538995325,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,105.94127529870846,127.14063250035653
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-03,116.73297621862929,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,106.11974002416873,127.34621241308984
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-04,116.92554957482423,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,106.29869665318245,127.55240249646602
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-05,117.11867485744813,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,106.47814606069227,127.75920365420399
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-06,117.31235301923186,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,106.6580891046326,127.96661693383113
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-07,117.5065850875095,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,106.83852664850806,128.17464352651095
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-08,117.70137217058169,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,107.01945957944032,128.38328476172305
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-09,117.8967154599722,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,107.20088882192317,128.59254209802123
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-10,118.09261622931166,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,107.38281534762994,128.80241711099336
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-11,118.2890758305673,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,107.5652401816994,129.01291147943522
K02000001,United Kingdom,UK,uk_gdp_m_index,2032-12,118.48609568828738,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,107.74816440596526,129.22402697060951
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-01,118.68367729247007,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,107.93158915961614,129.43576542532398
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-02,118.88182219059655,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,108.11551563777103,129.64812874342206
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-03,119.0805319792891,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,108.29994508843386,129.86111887014437
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-04,119.2798082959792,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,108.48487880826148,130.0747377836969
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-05,119.47965281089478,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,108.67031813753783,130.28898748425172
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-06,119.68006721959938,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,108.85626445469575,130.503869984503
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-07,119.88105323625268,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,109.0427191706808,130.71938730182455
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-08,120.08261258769824,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,109.22968372339548,130.935541452001
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-09,120.28474700843441,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,109.41715957241375,131.15233444445508
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-10,120.48745823647852,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,109.60514819410653,131.3697682788505
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-11,120.69074801010208,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,109.79365107727817,131.58784494292598
K02000001,United Kingdom,UK,uk_gdp_m_index,2033-12,120.89461806538355,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,109.98266971937204,131.80656641139507
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-01,121.09907013450788,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,110.1722056232732,132.02593464574258
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-02,121.30410594472704,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,110.36226029470701,132.24595159474705
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-03,121.50972721789009,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,110.55283524021286,132.46661919556732
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-04,121.71593567044607,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,110.74393196565232,132.6879393752398
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-05,121.9227330138259,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,110.93555197520129,132.90991405245052
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-06,122.1301209551155,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,111.12769677076861,133.1325451394624
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-07,122.338101197936,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,111.32036785177687,133.35583454409513
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-08,122.54667544345807,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,111.51356671524228,133.57978417167385
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-09,122.75584539148696,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,111.70729485609246,133.80439592688145
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-10,122.96561274156448,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,111.90155376766349,134.02967171546547
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-11,123.17597919404312,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,112.09634494232183,134.2556134457644
K02000001,United Kingdom,UK,uk_gdp_m_index,2034-12,123.38694645109865,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,112.29166987216443,134.48222303003286
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-01,123.59851621765847,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,112.48753004975772,134.70950238555923
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-02,123.81069020222554,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,112.68392696887862,134.93745343557248
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-03,124.02347011759042,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,112.88086212523189,135.16607810994896
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-04,124.23685768142758,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,113.0783370171225,135.39537834573267
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-05,124.45085461677746,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,113.27635314606779,135.62535608748712
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-06,124.66546265241897,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,113.47491201733862,135.8560132874993
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-07,124.88068352314156,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,113.67401514042481,136.0873519058583
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-08,125.09651896992739,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,113.87366402942348,136.3193739104313
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-09,125.31297074005579,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,114.07386020335217,136.55208127675942
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-10,125.53004058714015,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,114.27460518638885,136.78547598789146
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-11,125.747730271112,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,114.47590050804715,137.01956003417686
K02000001,United Kingdom,UK,uk_gdp_m_index,2035-12,125.96604155816334,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,114.67774770329292,137.25433541303374
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-01,126.18497622065786,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,114.88014831261007,137.48980412870566
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-02,126.40453603702105,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,115.08310388202338,137.7259681920187
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-03,126.6247227916179,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,115.28661596308677,137.96282962014902
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-04,126.84553827462713,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,115.490686112846,138.20039043640824
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-05,127.06698428191623,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,115.69531589378124,138.43865267005123
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-06,127.28906261492273,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,115.90050687373649,138.67761835610895
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-07,127.51177508054599,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,116.1062606258424,138.91728953524958
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-08,127.7351234910513,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,116.31257872843605,139.15766825366654
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-09,127.95910966398873,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,116.51946276498306,139.39875656299438
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-10,128.18373542212657,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,116.72691432400383,139.6405565202493
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-11,128.4090025933997,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,116.9349349990067,139.8830701877927
K02000001,United Kingdom,UK,uk_gdp_m_index,2036-12,128.63491301087265,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,117.14352638842998,140.12629963331534
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-01,128.86146851271633,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,117.35269009559352,140.37024692983914
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-02,129.0886709421968,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,117.56242772866025,140.61491415573337
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-03,129.3165221476749,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,117.77274090060752,140.8603033947423
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-04,129.5450239826149,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,117.98363122920806,141.10641673602174
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-05,129.77417830560142,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,118.19510033702024,141.35325627418263
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-06,130.0039869803619,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,118.4071498513861,141.6008241093377
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-07,130.23445187579392,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,118.61978140443664,141.8491223471512
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-08,130.4655748659951,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,118.83299663310252,142.0981530988877
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-09,130.69735783029603,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,119.04679717913062,142.34791848146145
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-10,130.9298026532931,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,119.26118468910369,142.59842061748253
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-11,131.1629112248827,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,119.47616081446387,142.84966163530152
K02000001,United Kingdom,UK,uk_gdp_m_index,2037-12,131.39668544029382,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,119.69172721153765,143.10164366905
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-01,131.63112720012043,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,119.90788554156259,143.35436885867827
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-02,131.86623841035112,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,120.12463747071374,143.6078393499885
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-03,132.10202098239813,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,120.34198467013105,143.86205729466522
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-04,132.33847683312484,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,120.55992881594682,144.11702485030287
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-05,132.57560788486984,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,120.77847158931077,144.3727441804289
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-06,132.81341606547045,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,120.99761467641558,144.62921745452533
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-07,133.05190330828344,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,121.21735976852011,144.88644684804677
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-08,133.2910715522052,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,121.43770856197251,145.14443454243792
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-09,133.53092274169012,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,121.65866275823164,145.4031827251486
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-10,133.77145882676757,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,121.8802240638872,145.66269358964794
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-11,134.01268176305751,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,122.10239419067814,145.92296933543687
K02000001,United Kingdom,UK,uk_gdp_m_index,2038-12,134.25459351178608,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,122.32517485551102,146.18401216806114
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-01,134.49719603979986,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,122.54856778047657,146.44582429912316
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-02,134.74049131958077,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,122.77257469286651,146.70840794629504
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-03,134.98448132925887,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,122.99719732518797,146.97176533332978
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-04,135.22916805262696,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,123.22243741517917,147.23589869007475
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-05,135.4745534791541,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,123.44829670582378,147.50081025248446
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-06,135.7206396039993,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,123.67477694536478,147.76650226263382
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-07,135.96742842802593,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,123.9018798873191,148.03297696873275
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-08,136.2149219578156,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,124.12960729049107,148.30023662514012
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-09,136.46312220568262,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,124.35796091898631,148.56828349237892
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-10,136.71203118968918,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,124.58694254222613,148.83711983715224
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-11,136.96165093366022,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,124.81655393496135,149.1067479323591
K02000001,United Kingdom,UK,uk_gdp_m_index,2039-12,137.21198346719848,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,125.04679687728633,149.37717005711062
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-01,137.46303082570074,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,125.27767315465383,149.64838849674766
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-02,137.71479505037405,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,125.50918455788992,149.92040554285816
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-03,137.9672781882511,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,125.74133288320807,150.19322349329414
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-04,138.22048229220724,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,125.9741199322246,150.46684465218988
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-05,138.47440942097643,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,126.20754751197336,150.7412713299795
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-06,138.72906163916866,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,126.44161743492164,151.01650584341567
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-07,138.9844410172867,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,126.6763315189856,151.29255051558783
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-08,139.24054963174325,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,126.91169158754599,151.5694076759405
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-09,139.49738956487818,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,127.14769946946419,151.84707966029217
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-10,139.75496290497523,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,127.38435699909749,152.12556881085297
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-11,140.0132717462797,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,127.62166601631563,152.4048774762438
K02000001,United Kingdom,UK,uk_gdp_m_index,2040-12,140.27231818901572,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,127.85962836651672,152.68500801151473
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-01,140.5321043394036,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,128.09824590064355,152.96596277816363
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-02,140.792632309677,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,128.33752047519954,153.24774414415447
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-03,141.0539042181013,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,128.57745395226587,153.53035448393675
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-04,141.3159221889896,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,128.81804819951643,153.81379617846275
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-05,141.5786883527211,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,129.05930509023517,154.098071615207
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-06,141.84220484575837,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,129.30122650333197,154.38318318818477
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-07,142.10647381066514,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,129.54381432335953,154.66913329797075
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-08,142.37149739612323,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,129.7870704405291,154.95592435171736
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-09,142.63727775695014,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,130.03099675072693,155.24355876317335
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-10,142.9038170541172,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,130.27559515553116,155.53203895270326
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-11,143.17111745476672,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,130.52086756222792,155.8213673473055
K02000001,United Kingdom,UK,uk_gdp_m_index,2041-12,143.43918113222952,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,130.76681588382758,156.11154638063147
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-01,143.7080102660426,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,131.0134420390812,156.402578493004
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-02,143.97760704196702,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,131.26074795249718,156.69446613143685
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-03,144.2479736520059,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,131.50873555435803,156.98721174965377
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-04,144.5191122944218,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,131.75740678073626,157.28081780810734
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-05,144.79102517375452,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,132.00676357351114,157.5752867739979
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-06,145.06371450083935,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,132.25680788038537,157.87062112129334
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-07,145.33718249282447,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,132.50754165490122,158.16682333074772
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-08,145.61143137318896,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,132.75896685645708,158.46389588992085
K02000001,United Kingdom,UK,uk_gdp_m_index,2042-09,145.88646337176186,index(2016=100),M,forecast_VAR(4)_system,2025-11-13T13:55:12Z,VAR(4)_system,forecast,133.01108545032517,158.76184129319856
