itl3_code,itl2_code,itl3_name,share,share_std,share_years,region_name,metric
TLF13,TLF1,South and West Derbyshire,0.25582117867070253,0.00041853018305484946,3,South and West Derbyshire,gdhi_total_mn_gbp
TLF14,TLF1,Nottingham,0.11647062136166092,0.0005444717102042168,3,Nottingham,gdhi_total_mn_gbp
TLF15,TLF1,North Nottinghamshire,0.21521995110352024,0.00038803069302812196,3,North Nottinghamshire,gdhi_total_mn_gbp
TLF16,TLF1,South Nottinghamshire,0.17943412560767283,0.000732887825605817,3,South Nottinghamshire,gdhi_total_mn_gbp
TLF21,TLF2,Leicester,0.142315194002485,0.0010187513414282015,3,Leicester,gdhi_total_mn_gbp
TLF22,TLF2,Leicestershire CC and Rutland,0.4196738445079842,0.0014225259372793115,3,Leicestershire CC and Rutland,gdhi_total_mn_gbp
TLF24,TLF2,West Northamptonshire,0.24753117612893935,0.0003912804778373788,3,West Northamptonshire,gdhi_total_mn_gbp
TLF25,TLF2,North Northamptonshire,0.1904797853605915,0.00014996183764938098,3,North Northamptonshire,gdhi_total_mn_gbp
TLF30,TLF3,Lincolnshire CC,1.0,0.0,3,Lincolnshire CC,gdhi_total_mn_gbp
TLG11,TLG1,"Herefordshire, County of",0.13268979938644657,0.0007401721900932654,3,"Herefordshire, County of",gdhi_total_mn_gbp
TLG12,TLG1,Worcestershire CC,0.42315533268245015,0.0024480036587829737,3,Worcestershire CC,gdhi_total_mn_gbp
TLG13,TLG1,Warwickshire CC,0.44415486793110337,0.003186147381117559,3,Warwickshire CC,gdhi_total_mn_gbp
TLG21,TLG2,Telford and Wrekin,0.10617766889104141,0.0004637597043440431,3,Telford and Wrekin,gdhi_total_mn_gbp
TLG22,TLG2,Shropshire,0.2129314573405577,0.0008822163450158873,3,Shropshire,gdhi_total_mn_gbp
TLG23,TLG2,Stoke-on-Trent,0.1271224435475546,0.0008282688721329158,3,Stoke-on-Trent,gdhi_total_mn_gbp
TLG24,TLG2,Staffordshire CC,0.5537684302208463,0.00030291028594961537,3,Staffordshire CC,gdhi_total_mn_gbp
TLG31,TLG3,Birmingham,0.3791409029284884,0.0005773517086556013,3,Birmingham,gdhi_total_mn_gbp
TLG32,TLG3,Solihull,0.10330649200665239,0.0007336935281759639,3,Solihull,gdhi_total_mn_gbp
TLG33,TLG3,Coventry,0.12190498700889356,0.0001276439680935819,3,Coventry,gdhi_total_mn_gbp
TLG36,TLG3,Dudley,0.11173399256441137,0.0002519699865075119,3,Dudley,gdhi_total_mn_gbp
TLG37,TLG3,Sandwell,0.10236008371356987,0.0001705704981762396,3,Sandwell,gdhi_total_mn_gbp
TLG38,TLG3,Walsall,0.09353909731090855,0.0005468961088930035,3,Walsall,gdhi_total_mn_gbp
TLG39,TLG3,Wolverhampton,0.08801444446707586,0.00017948506561301595,3,Wolverhampton,gdhi_total_mn_gbp
TLH21,TLH2,Luton,0.08283274834550912,0.000838274654790023,3,Luton,gdhi_total_mn_gbp
TLH24,TLH2,Bedford,0.08515470833543348,0.00036991693006477576,3,Bedford,gdhi_total_mn_gbp
TLH25,TLH2,Central Bedfordshire,0.14427153295772085,0.000926309937440848,3,Central Bedfordshire,gdhi_total_mn_gbp
TLH26,TLH2,North and East Hertfordshire,0.3101237383688824,0.0018656672411426346,3,North and East Hertfordshire,gdhi_total_mn_gbp
TLH27,TLH2,South West Hertfordshire,0.37761727199245415,0.0021006379015924147,3,South West Hertfordshire,gdhi_total_mn_gbp
TLH31,TLH3,Southend-on-Sea,0.09291572693201859,0.0004036659436194101,3,Southend-on-Sea,gdhi_total_mn_gbp
TLH32,TLH3,Thurrock,0.08363868766386322,0.0009156903492847134,3,Thurrock,gdhi_total_mn_gbp
TLH34,TLH3,Essex Haven Gateway,0.2440119954172557,0.0011261574429320483,3,Essex Haven Gateway,gdhi_total_mn_gbp
TLH35,TLH3,West Essex,0.1982401009430439,0.0008193488426637762,3,West Essex,gdhi_total_mn_gbp
TLH36,TLH3,Heart of Essex,0.19502627631019587,0.0004952637220490676,3,Heart of Essex,gdhi_total_mn_gbp
TLH37,TLH3,Essex Thames Gateway,0.18616721273362277,0.0005453650137438099,3,Essex Thames Gateway,gdhi_total_mn_gbp
TLH41,TLH4,Peterborough,0.19760444678373165,0.0015129114614294856,3,Peterborough,gdhi_total_mn_gbp
TLH42,TLH4,Cambridgeshire CC,0.8023955532162684,0.001512911461429465,3,Cambridgeshire CC,gdhi_total_mn_gbp
TLH51,TLH5,Norwich and East Norfolk,0.3908703724230626,0.0008015849970872196,3,Norwich and East Norfolk,gdhi_total_mn_gbp
TLH52,TLH5,North and West Norfolk,0.2864673946274705,0.0004849174684151309,3,North and West Norfolk,gdhi_total_mn_gbp
TLH53,TLH5,Breckland and South Norfolk,0.32266223294946694,0.0008600093309803541,3,Breckland and South Norfolk,gdhi_total_mn_gbp
TLH61,TLH6,Babergh and Mid Suffolk,0.28197882032905447,0.0029303261114883832,3,Babergh and Mid Suffolk,gdhi_total_mn_gbp
TLH62,TLH6,Ipswich,0.15895585247113078,0.0029416719734395385,3,Ipswich,gdhi_total_mn_gbp
TLH63,TLH6,East Suffolk,0.3284906717634095,0.0005316785798671071,3,East Suffolk,gdhi_total_mn_gbp
TLH64,TLH6,West Suffolk,0.23057465543640523,0.0005454351813785083,3,West Suffolk,gdhi_total_mn_gbp
TLI33,TLI3,Kensington & Chelsea and Hammersmith & Fulham,0.34719901966720723,0.00600926865118814,3,Kensington & Chelsea and Hammersmith & Fulham,gdhi_total_mn_gbp
TLI34,TLI3,Wandsworth,0.2175784691122402,0.0011689508860128356,3,Wandsworth,gdhi_total_mn_gbp
TLI35,TLI3,Westminster and City of London,0.24688193851188087,0.0026900452302868485,3,Westminster and City of London,gdhi_total_mn_gbp
TLI36,TLI3,Camden,0.18834057270867174,0.004285989411042748,3,Camden,gdhi_total_mn_gbp
TLI41,TLI4,Hackney and Newham,0.22671169520759574,0.0012165889216792533,3,Hackney and Newham,gdhi_total_mn_gbp
TLI42,TLI4,Tower Hamlets,0.13226077394933333,0.0012097104621219543,3,Tower Hamlets,gdhi_total_mn_gbp
TLI43,TLI4,Haringey and Islington,0.24366253413105587,0.0017147083714742805,3,Haringey and Islington,gdhi_total_mn_gbp
TLI44,TLI4,Lewisham and Southwark,0.25259868424971404,0.00024705558689962345,3,Lewisham and Southwark,gdhi_total_mn_gbp
TLI45,TLI4,Lambeth,0.14476631246230104,0.000989315151905886,3,Lambeth,gdhi_total_mn_gbp
TLI51,TLI5,Bexley and Greenwich,0.28368890304666805,0.0007072253578824525,3,Bexley and Greenwich,gdhi_total_mn_gbp
TLI52,TLI5,Barking & Dagenham and Havering,0.2275029859846819,0.001474554309676744,3,Barking & Dagenham and Havering,gdhi_total_mn_gbp
TLI53,TLI5,Redbridge and Waltham Forest,0.3131201088925564,0.0007406630276865425,3,Redbridge and Waltham Forest,gdhi_total_mn_gbp
TLI54,TLI5,Enfield,0.17568800207609359,0.001007702290038638,3,Enfield,gdhi_total_mn_gbp
TLI61,TLI6,Bromley,0.2703070075378554,0.0021374290473172293,3,Bromley,gdhi_total_mn_gbp
TLI62,TLI6,Croydon,0.2592969603966496,0.0016387376681819999,3,Croydon,gdhi_total_mn_gbp
TLI63,TLI6,"Merton, Kingston upon Thames and Sutton",0.470396032065495,0.0005330815319645094,3,"Merton, Kingston upon Thames and Sutton",gdhi_total_mn_gbp
TLI71,TLI7,Barnet,0.20446087139206806,0.0012107463955400627,3,Barnet,gdhi_total_mn_gbp
TLI72,TLI7,Brent,0.1445071605812239,0.0009457946466700012,3,Brent,gdhi_total_mn_gbp
TLI73,TLI7,Ealing,0.16131940725828645,0.00025541962032885507,3,Ealing,gdhi_total_mn_gbp
TLI74,TLI7,Harrow and Hillingdon,0.23189705859584517,0.00040298274661089125,3,Harrow and Hillingdon,gdhi_total_mn_gbp
TLI75,TLI7,Hounslow and Richmond upon Thames,0.25781550217257637,0.001437672745189365,3,Hounslow and Richmond upon Thames,gdhi_total_mn_gbp
TLJ12,TLJ1,Milton Keynes,0.09559682211244887,0.00046035809491399557,3,Milton Keynes,gdhi_total_mn_gbp
TLJ13,TLJ1,Buckinghamshire,0.2465867363573144,0.0006239928814873633,3,Buckinghamshire,gdhi_total_mn_gbp
TLJ14,TLJ1,Oxfordshire CC,0.2870270638121355,0.0024234787122079265,3,Oxfordshire CC,gdhi_total_mn_gbp
TLJ15,TLJ1,Berkshire East,0.16882696976364664,0.0015247140056444445,3,Berkshire East,gdhi_total_mn_gbp
TLJ16,TLJ1,Berkshire West,0.20196240795445464,0.0010112041172072263,3,Berkshire West,gdhi_total_mn_gbp
TLJ21,TLJ2,Brighton and Hove,0.08885779484889376,0.0004810537667659354,3,Brighton and Hove,gdhi_total_mn_gbp
TLJ22,TLJ2,East Sussex CC,0.16233912608511195,0.0006618553258451316,3,East Sussex CC,gdhi_total_mn_gbp
TLJ25,TLJ2,West Surrey,0.32375834251439367,0.001689727482894724,3,West Surrey,gdhi_total_mn_gbp
TLJ26,TLJ2,East Surrey,0.1539077895938427,0.0008291706335607826,3,East Surrey,gdhi_total_mn_gbp
TLJ27,TLJ2,West Sussex (South West),0.13821390791295993,0.0002621094831285015,3,West Sussex (South West),gdhi_total_mn_gbp
TLJ28,TLJ2,West Sussex (North East),0.13292303904479807,8.841120046463876e-05,3,West Sussex (North East),gdhi_total_mn_gbp
TLJ31,TLJ3,Portsmouth,0.08555979568427867,0.00016204054588832013,3,Portsmouth,gdhi_total_mn_gbp
TLJ32,TLJ3,Southampton,0.09959343272070591,0.0009131244989481614,3,Southampton,gdhi_total_mn_gbp
TLJ34,TLJ3,Isle of Wight,0.061604540156489807,6.009903263080626e-05,3,Isle of Wight,gdhi_total_mn_gbp
TLJ35,TLJ3,South Hampshire,0.21596058022525044,0.0003014500239762644,3,South Hampshire,gdhi_total_mn_gbp
TLJ36,TLJ3,Central Hampshire,0.3269437074481129,0.0006537531054591883,3,Central Hampshire,gdhi_total_mn_gbp
TLJ37,TLJ3,North Hampshire,0.21033794376516227,0.0008454939038079148,3,North Hampshire,gdhi_total_mn_gbp
TLJ41,TLJ4,Medway,0.13543263868536187,0.00012704204745476547,3,Medway,gdhi_total_mn_gbp
TLJ43,TLJ4,Kent Thames Gateway,0.1881479567406842,0.0005391278384247271,3,Kent Thames Gateway,gdhi_total_mn_gbp
TLJ44,TLJ4,East Kent,0.25630901421361596,0.0023202229195637726,3,East Kent,gdhi_total_mn_gbp
TLJ45,TLJ4,Mid Kent,0.1689142209233188,0.0019322058453534255,3,Mid Kent,gdhi_total_mn_gbp
TLJ46,TLJ4,West Kent,0.25119616943701917,0.0009510530869185279,3,West Kent,gdhi_total_mn_gbp
TLK30,TLK3,Cornwall and Isles of Scilly,1.0,0.0,3,Cornwall and Isles of Scilly,gdhi_total_mn_gbp
TLK41,TLK4,Plymouth,0.18983172625472208,0.0023735979926836777,3,Plymouth,gdhi_total_mn_gbp
TLK42,TLK4,Torbay,0.10811224559560517,0.000622888268794616,3,Torbay,gdhi_total_mn_gbp
TLK43,TLK4,Devon CC,0.7020560281496727,0.0029964404942478527,3,Devon CC,gdhi_total_mn_gbp
TLK51,TLK5,"Bristol, City of",0.478157834539591,0.0008029717151957764,3,"Bristol, City of",gdhi_total_mn_gbp
TLK52,TLK5,Bath & North East Somerset and South Gloucestershire,0.521842165460409,0.0008029717151957486,3,Bath & North East Somerset and South Gloucestershire,gdhi_total_mn_gbp
TLK61,TLK6,North Somerset,0.14578214051560376,0.0012839711098515706,3,North Somerset,gdhi_total_mn_gbp
TLK62,TLK6,Somerset,0.3499733710612591,0.0014288177326423428,3,Somerset,gdhi_total_mn_gbp
TLK63,TLK6,"Bournemouth, Christchurch and Poole",0.25363481354680767,0.0017870646158883944,3,"Bournemouth, Christchurch and Poole",gdhi_total_mn_gbp
TLK64,TLK6,Dorset,0.2506096748763295,0.0009858309314426774,3,Dorset,gdhi_total_mn_gbp
TLK71,TLK7,Swindon,0.14757360010526177,0.0021233870540516404,3,Swindon,gdhi_total_mn_gbp
TLK72,TLK7,Wiltshire,0.37842001415826293,0.000993198663684579,3,Wiltshire,gdhi_total_mn_gbp
TLK73,TLK7,Gloucestershire CC,0.47400638573647536,0.003105656734740381,3,Gloucestershire CC,gdhi_total_mn_gbp
TLL31,TLL3,Isle of Anglesey,0.10042588073547386,0.0007701916406338758,3,Isle of Anglesey,gdhi_total_mn_gbp
TLL32,TLL3,Gwynedd,0.16147449313768916,0.00015119015333373158,3,Gwynedd,gdhi_total_mn_gbp
TLL33,TLL3,Conwy and Denbighshire,0.31007263465954304,0.0017911319002096044,3,Conwy and Denbighshire,gdhi_total_mn_gbp
TLL34,TLL3,Flintshire and Wrexham,0.4280269914672939,0.0021475515735159814,3,Flintshire and Wrexham,gdhi_total_mn_gbp
TLL41,TLL4,Mid Wales,0.23978700598735458,0.0007953029395611646,3,Mid Wales,gdhi_total_mn_gbp
TLL42,TLL4,South West Wales,0.34831847922675,0.00135912472624554,3,South West Wales,gdhi_total_mn_gbp
TLL43,TLL4,Swansea,0.2621940091980103,7.265268191232734e-05,3,Swansea,gdhi_total_mn_gbp
TLL44,TLL4,Neath Port Talbot,0.14970050558788506,0.0006390227286984608,3,Neath Port Talbot,gdhi_total_mn_gbp
TLL51,TLL5,Central Valleys and Bridgend,0.26921591386691457,0.000816245932867183,3,Central Valleys and Bridgend,gdhi_total_mn_gbp
TLL52,TLL5,Cardiff and Vale of Glamorgan,0.34998127825825215,0.0004305991897710712,3,Cardiff and Vale of Glamorgan,gdhi_total_mn_gbp
TLL53,TLL5,Gwent Valleys,0.20272757255206197,0.0005661559559752235,3,Gwent Valleys,gdhi_total_mn_gbp
TLL54,TLL5,Monmouthshire and Newport,0.17807523532277128,0.0006719266465971405,3,Monmouthshire and Newport,gdhi_total_mn_gbp
TLM01,TLM0,Clackmannanshire and Fife,0.4416293384725358,0.0027481304504493372,3,Clackmannanshire and Fife,gdhi_total_mn_gbp
TLM02,TLM0,"Perth and Kinross, and Stirling",0.29494991545737076,0.0007588322854520947,3,"Perth and Kinross, and Stirling",gdhi_total_mn_gbp
TLM03,TLM0,Angus and Dundee City,0.2634207460700934,0.0033978315236300473,3,Angus and Dundee City,gdhi_total_mn_gbp
TLM11,TLM1,East Lothian and Midlothian,0.1871047821501087,0.001685553302017643,3,East Lothian and Midlothian,gdhi_total_mn_gbp
TLM12,TLM1,Falkirk,0.12323086334444805,0.0014071521883038938,3,Falkirk,gdhi_total_mn_gbp
TLM13,TLM1,City of Edinburgh,0.543739791525289,0.002007547402625447,3,City of Edinburgh,gdhi_total_mn_gbp
TLM14,TLM1,West Lothian,0.14592456298015433,0.0007121989087800041,3,West Lothian,gdhi_total_mn_gbp
TLM20,TLM2,Highlands and Islands,1.0,0.0,3,Highlands and Islands,gdhi_total_mn_gbp
TLM31,TLM3,East Dunbartonshire and West Dunbartonshire,0.14534592416576897,0.0006056815784470557,3,East Dunbartonshire and West Dunbartonshire,gdhi_total_mn_gbp
TLM32,TLM3,Glasgow City,0.3917591299262262,0.0027738973000761527,3,Glasgow City,gdhi_total_mn_gbp
TLM33,TLM3,"Inverclyde, East Renfrewshire, and Renfrewshire",0.25234324792227447,0.0028517872467983454,3,"Inverclyde, East Renfrewshire, and Renfrewshire",gdhi_total_mn_gbp
TLM34,TLM3,North Lanarkshire,0.21055169798573037,0.00012359298182704009,3,North Lanarkshire,gdhi_total_mn_gbp
TLM50,TLM5,Aberdeen City and Aberdeenshire,1.0,0.0,3,Aberdeen City and Aberdeenshire,gdhi_total_mn_gbp
TLM91,TLM9,Scottish Borders,0.1494834577280145,0.0006771221885099367,3,Scottish Borders,gdhi_total_mn_gbp
TLM92,TLM9,Dumfries and Galloway,0.17809698990313313,0.0006927264034588292,3,Dumfries and Galloway,gdhi_total_mn_gbp
TLM93,TLM9,North Ayrshire and East Ayrshire,0.1344071117638182,0.0006541878120661144,3,North Ayrshire and East Ayrshire,gdhi_total_mn_gbp
TLM94,TLM9,South Ayrshire,0.13857796428850025,0.000380946368090395,3,South Ayrshire,gdhi_total_mn_gbp
TLM95,TLM9,South Lanarkshire,0.3994344763165339,0.0005189668813099995,3,South Lanarkshire,gdhi_total_mn_gbp
TLN06,TLN0,Belfast,0.17737000119679533,0.001235852872054773,3,Belfast,gdhi_total_mn_gbp
TLN07,TLN0,"Armagh City, Banbridge and Craigavon",0.1129250917965539,0.0003202752014113316,3,"Armagh City, Banbridge and Craigavon",gdhi_total_mn_gbp
TLN08,TLN0,"Newry, Mourne and Down",0.09307223779494599,0.0001626097823747923,3,"Newry, Mourne and Down",gdhi_total_mn_gbp
TLN09,TLN0,Ards and North Down,0.09329869857517724,0.0005569362164147236,3,Ards and North Down,gdhi_total_mn_gbp
TLN0A,TLN0,Derry City and Strabane,0.07359462106757565,0.0009817676290762032,3,Derry City and Strabane,gdhi_total_mn_gbp
TLN0B,TLN0,Mid Ulster,0.07880752235738075,0.0006815634565426506,3,Mid Ulster,gdhi_total_mn_gbp
TLN0C,TLN0,Causeway Coast and Glens,0.07521895333513902,0.00027388724668743236,3,Causeway Coast and Glens,gdhi_total_mn_gbp
TLN0D,TLN0,Antrim and Newtownabbey,0.07710666108916864,7.728006838204721e-05,3,Antrim and Newtownabbey,gdhi_total_mn_gbp
TLN0E,TLN0,Lisburn and Castlereagh,0.08607492762784086,0.0005667444872833112,3,Lisburn and Castlereagh,gdhi_total_mn_gbp
TLN0F,TLN0,Mid and East Antrim,0.07321565517714278,0.00020677039868157354,3,Mid and East Antrim,gdhi_total_mn_gbp
TLN0G,TLN0,Fermanagh and Omagh,0.059315629982279884,0.0002129504652493685,3,Fermanagh and Omagh,gdhi_total_mn_gbp
TLC31,TLC3,Hartlepool and Stockton-on-Tees,0.4203753503791921,0.010598441623542466,4,Hartlepool and Stockton-on-Tees,emp_total_jobs
TLC32,TLC3,South Teesside,0.3814959133437812,0.006253851050492296,4,South Teesside,emp_total_jobs
TLC33,TLC3,Darlington,0.1981287362770267,0.005015476658422944,4,Darlington,emp_total_jobs
TLC41,TLC4,Durham,0.22013503162459017,0.002530136285377326,4,Durham,emp_total_jobs
TLC42,TLC4,Northumberland,0.13026705085019083,0.001476022806353701,4,Northumberland,emp_total_jobs
TLC43,TLC4,Tyneside,0.5077671740337927,0.0022728689823349165,4,Tyneside,emp_total_jobs
TLC44,TLC4,Sunderland,0.14183074349142646,0.002838751113713142,4,Sunderland,emp_total_jobs
TLD13,TLD1,Cumberland,0.5395960248901426,0.006886392244109478,4,Cumberland,emp_total_jobs
TLD14,TLD1,Westmorland and Furness,0.4604039751098575,0.006886392244109504,4,Westmorland and Furness,emp_total_jobs
TLD33,TLD3,Manchester,0.30348784022726855,0.004314437900845749,4,Manchester,emp_total_jobs
TLD34,TLD3,Greater Manchester South West,0.22796174444830833,0.003991861823800711,4,Greater Manchester South West,emp_total_jobs
TLD35,TLD3,Greater Manchester South East,0.14427256110620051,0.005994442504955616,4,Greater Manchester South East,emp_total_jobs
TLD36,TLD3,Greater Manchester North West,0.15709353202186732,0.00440809705086595,4,Greater Manchester North West,emp_total_jobs
TLD37,TLD3,Greater Manchester North East,0.1671843221963553,0.00296936648139722,4,Greater Manchester North East,emp_total_jobs
TLD41,TLD4,Blackburn with Darwen,0.10873772909394992,0.00187807521982565,4,Blackburn with Darwen,emp_total_jobs
TLD42,TLD4,Blackpool,0.0968802699050976,0.0019994837305557576,4,Blackpool,emp_total_jobs
TLD44,TLD4,Lancaster and Wyre,0.13817936571534856,0.003157646775196666,4,Lancaster and Wyre,emp_total_jobs
TLD45,TLD4,Mid Lancashire,0.33339590927912405,0.006868492042387227,4,Mid Lancashire,emp_total_jobs
TLD46,TLD4,East Lancashire,0.1826723113905736,0.0055024775975964,4,East Lancashire,emp_total_jobs
TLD47,TLD4,Chorley and West Lancashire,0.14013441461590626,0.0017944449334302483,4,Chorley and West Lancashire,emp_total_jobs
TLD61,TLD6,Warrington,0.28369351537941345,0.008710748943531268,4,Warrington,emp_total_jobs
TLD62,TLD6,Cheshire East,0.3876386345901513,0.0019319188577414104,4,Cheshire East,emp_total_jobs
TLD63,TLD6,Cheshire West and Chester,0.3286678500304353,0.007825864459635191,4,Cheshire West and Chester,emp_total_jobs
TLD71,TLD7,East Merseyside,0.29703209063822256,0.00790095611322053,4,East Merseyside,emp_total_jobs
TLD72,TLD7,Liverpool,0.41448519001836465,0.011470590562663627,4,Liverpool,emp_total_jobs
TLD73,TLD7,Sefton,0.13569391574409456,0.004989284748702948,4,Sefton,emp_total_jobs
TLD74,TLD7,Wirral,0.15278880359931826,0.0008669192919636564,4,Wirral,emp_total_jobs
TLE11,TLE1,"Kingston upon Hull, City of",0.31618594138360084,0.005186012945480835,4,"Kingston upon Hull, City of",emp_total_jobs
TLE12,TLE1,East Riding of Yorkshire,0.32685188126837245,0.0019743050088923946,4,East Riding of Yorkshire,emp_total_jobs
TLE13,TLE1,North and North East Lincolnshire,0.3569621773480267,0.006883353737209356,4,North and North East Lincolnshire,emp_total_jobs
TLE21,TLE2,York,0.2894092499737564,0.003807150789649672,4,York,emp_total_jobs
TLE22,TLE2,North Yorkshire,0.7105907500262436,0.003807150789649686,4,North Yorkshire,emp_total_jobs
TLE33,TLE3,Barnsley,0.14629117165783895,0.001383844774102982,4,Barnsley,emp_total_jobs
TLE34,TLE3,Rotherham,0.17075568899560084,0.0035735995308418434,4,Rotherham,emp_total_jobs
TLE35,TLE3,Doncaster,0.22435835753226732,0.0018853619753062844,4,Doncaster,emp_total_jobs
TLE36,TLE3,Sheffield,0.4585947818142929,0.004042161992108284,4,Sheffield,emp_total_jobs
TLE41,TLE4,Bradford,0.18321098869804875,0.0060233451682101926,4,Bradford,emp_total_jobs
TLE42,TLE4,Leeds,0.4434437655373392,0.006907334008318925,4,Leeds,emp_total_jobs
TLE44,TLE4,Calderdale and Kirklees,0.2266613185359521,0.004052116636036598,4,Calderdale and Kirklees,emp_total_jobs
TLE45,TLE4,Wakefield,0.14668392722865994,0.002995865824319192,4,Wakefield,emp_total_jobs
TLF11,TLF1,Derby,0.14213941410553094,0.002038939432505313,4,Derby,emp_total_jobs
TLF12,TLF1,East Derbyshire,0.11840347300040116,0.0027963992852567056,4,East Derbyshire,emp_total_jobs
TLF13,TLF1,South and West Derbyshire,0.19265048163685328,0.0036880004191797646,4,South and West Derbyshire,emp_total_jobs
TLF14,TLF1,Nottingham,0.2160209682971171,0.002568331290934087,4,Nottingham,emp_total_jobs
TLF15,TLF1,North Nottinghamshire,0.20873327699907804,0.0017444405015720852,4,North Nottinghamshire,emp_total_jobs
TLF16,TLF1,South Nottinghamshire,0.1220523859610195,0.0016999992472692717,4,South Nottinghamshire,emp_total_jobs
TLF21,TLF2,Leicester,0.19183671508425268,0.0032348218829514027,4,Leicester,emp_total_jobs
TLF22,TLF2,Leicestershire CC and Rutland,0.39123722366651165,0.00822876310001881,4,Leicestershire CC and Rutland,emp_total_jobs
TLF24,TLF2,West Northamptonshire,0.24779407086889854,0.007991941679707291,4,West Northamptonshire,emp_total_jobs
TLF25,TLF2,North Northamptonshire,0.1691319903803371,0.003857045309182167,4,North Northamptonshire,emp_total_jobs
TLF30,TLF3,Lincolnshire CC,1.0,0.0,4,Lincolnshire CC,emp_total_jobs
TLG11,TLG1,"Herefordshire, County of",0.12559058925210875,0.0020115151184883612,4,"Herefordshire, County of",emp_total_jobs
TLG12,TLG1,Worcestershire CC,0.3871779178156447,0.008090718434772055,4,Worcestershire CC,emp_total_jobs
TLG13,TLG1,Warwickshire CC,0.48723149293224655,0.009414098257084044,4,Warwickshire CC,emp_total_jobs
TLG21,TLG2,Telford and Wrekin,0.131409535079741,0.001392110320634004,4,Telford and Wrekin,emp_total_jobs
TLG22,TLG2,Shropshire,0.18411688835580708,0.0011526878058432766,4,Shropshire,emp_total_jobs
TLG23,TLG2,Stoke-on-Trent,0.17557099409013843,0.0009679171621903015,4,Stoke-on-Trent,emp_total_jobs
TLG24,TLG2,Staffordshire CC,0.5089025824743134,0.0009034825805573319,4,Staffordshire CC,emp_total_jobs
TLG31,TLG3,Birmingham,0.4209361951341482,0.006029906467615444,4,Birmingham,emp_total_jobs
TLG32,TLG3,Solihull,0.111578390165302,0.0012868360022839527,4,Solihull,emp_total_jobs
TLG33,TLG3,Coventry,0.12560621738068908,0.0014156127351681396,4,Coventry,emp_total_jobs
TLG36,TLG3,Dudley,0.08510402329138651,0.00391210842135525,4,Dudley,emp_total_jobs
TLG37,TLG3,Sandwell,0.09640998735706137,0.0005157552199334916,4,Sandwell,emp_total_jobs
TLG38,TLG3,Walsall,0.07663682925010201,0.001712062226097043,4,Walsall,emp_total_jobs
TLG39,TLG3,Wolverhampton,0.08372835742131082,0.0009218225739734289,4,Wolverhampton,emp_total_jobs
TLH21,TLH2,Luton,0.11232645235640273,0.007347015009833466,4,Luton,emp_total_jobs
TLH24,TLH2,Bedford,0.086377271657471,0.0006133559044699837,4,Bedford,emp_total_jobs
TLH25,TLH2,Central Bedfordshire,0.11472499882967559,0.001730263154450515,4,Central Bedfordshire,emp_total_jobs
TLH26,TLH2,North and East Hertfordshire,0.3050611930870991,0.006834900588710753,4,North and East Hertfordshire,emp_total_jobs
TLH27,TLH2,South West Hertfordshire,0.38151008406935155,0.007582836921871591,4,South West Hertfordshire,emp_total_jobs
TLH31,TLH3,Southend-on-Sea,0.08630249789634997,0.001971986498357138,4,Southend-on-Sea,emp_total_jobs
TLH32,TLH3,Thurrock,0.10176461111195395,0.0020008215592186656,4,Thurrock,emp_total_jobs
TLH34,TLH3,Essex Haven Gateway,0.24000819013879057,0.0029345660481008558,4,Essex Haven Gateway,emp_total_jobs
TLH35,TLH3,West Essex,0.1937599283406004,0.0035806135905156983,4,West Essex,emp_total_jobs
TLH36,TLH3,Heart of Essex,0.19680567404429547,0.0029116862637851935,4,Heart of Essex,emp_total_jobs
TLH37,TLH3,Essex Thames Gateway,0.18135909846800963,0.002655857080452131,4,Essex Thames Gateway,emp_total_jobs
TLH41,TLH4,Peterborough,0.24975514819555114,0.0017626476598232423,4,Peterborough,emp_total_jobs
TLH42,TLH4,Cambridgeshire CC,0.7502448518044489,0.0017626476598232486,4,Cambridgeshire CC,emp_total_jobs
TLH51,TLH5,Norwich and East Norfolk,0.4632767316056433,0.001446853208022064,4,Norwich and East Norfolk,emp_total_jobs
TLH52,TLH5,North and West Norfolk,0.24834635727280394,0.00225181154570228,4,North and West Norfolk,emp_total_jobs
TLH53,TLH5,Breckland and South Norfolk,0.2883769111215527,0.0012525898433457272,4,Breckland and South Norfolk,emp_total_jobs
TLH61,TLH6,Babergh and Mid Suffolk,0.20715719993515314,0.0005494661277875246,4,Babergh and Mid Suffolk,emp_total_jobs
TLH62,TLH6,Ipswich,0.21386969247830664,0.0016756594955706174,4,Ipswich,emp_total_jobs
TLH63,TLH6,East Suffolk,0.2794333032733879,0.0023040823357621397,4,East Suffolk,emp_total_jobs
TLH64,TLH6,West Suffolk,0.2995398043131523,0.0035163353870674313,4,West Suffolk,emp_total_jobs
TLI33,TLI3,Kensington & Chelsea and Hammersmith & Fulham,0.12457371636189328,0.007367489033043647,4,Kensington & Chelsea and Hammersmith & Fulham,emp_total_jobs
TLI34,TLI3,Wandsworth,0.056568477444481874,0.0010402472712462076,4,Wandsworth,emp_total_jobs
TLI35,TLI3,Westminster and City of London,0.6357542792828682,0.006974692598732801,4,Westminster and City of London,emp_total_jobs
TLI36,TLI3,Camden,0.18310352691075665,0.003011852082874402,4,Camden,emp_total_jobs
TLI41,TLI4,Hackney and Newham,0.20412353139936543,0.00241067194498829,4,Hackney and Newham,emp_total_jobs
TLI42,TLI4,Tower Hamlets,0.22082337782079572,0.006749333386244329,4,Tower Hamlets,emp_total_jobs
